ID Empleado;Nombre Completo;Email;Nombre de Supervisor;Monto a pagar
71;Jackeline Tobin;jackeline_tobin@biz.com;Boris Spencer;3739.092900
72;Celina Campbell;celina_campbell@biz.com;Sabrina Robinson;4004.328900
73;Mason Quinn;mason_quinn@biz.com;Sabrina Robinson;3207.960600
74;Danny Vallory;danny_vallory@biz.com;Sabrina Robinson;2897.601000
75;Lucas Skinner;lucas_skinner@biz.com;Manuel Griffiths;4326.369300
76;Tyler Rehman;tyler_rehman@biz.com;Manuel Griffiths;4252.973700
77;Daphne Mullins;daphne_mullins@biz.com;Manuel Griffiths;3753.266100
78;Selena Patel;selena_patel@biz.com;Maddison Silva;3389.208300
79;Charlize Whitmore;charlize_whitmore@biz.com;Maddison Silva;3195.805500
80;Brad Nurton;brad_nurton@biz.com;George Cassidy;3993.968700
81;Francesca Driscoll;francesca_driscoll@biz.com;George Cassidy;3926.748300
82;Rick Roth;rick_roth@biz.com;George Cassidy;4558.618200
83;Luke Walker;luke_walker@biz.com;George Cassidy;4459.275600
84;Russel Middleton;russel_middleton@biz.com;Hayden Collins;3637.732200
85;Michelle Mcgee;michelle_mcgee@biz.com;Hayden Collins;3844.266600
86;Margaret Hunter;margaret_hunter@biz.com;Phillip Curtis;3272.511900
87;Matt Woods;matt_woods@biz.com;Phillip Curtis;4473.095400
88;Ellen Becker;ellen_becker@biz.com;Phillip Curtis;3216.181800
89;Julius Robe;julius_robe@biz.com;Phillip Curtis;4497.805500
90;Jazmin Porter;jazmin_porter@biz.com;Barney Preston;3024.899400
91;Eduardo Dwyer;eduardo_dwyer@biz.com;Barney Preston;3827.145300
92;Ivette Webster;ivette_webster@biz.com;Abbey Goodman;3495.516600
93;Noah James;noah_james@biz.com;Abbey Goodman;2893.025400
94;Rosalee Cunningham;rosalee_cunningham@biz.com;Caydence Mould;4173.533100
95;Dasha Matthews;dasha_matthews@biz.com;Caydence Mould;3917.941200
96;Michelle Asher;michelle_asher@biz.com;Caydence Mould;4235.387400
97;Jacob Gray;jacob_gray@biz.com;Andrea Harvey;2936.270400
98;Cedrick Redden;cedrick_redden@biz.com;Andrea Harvey;3290.005200
99;Noah Thompson;noah_thompson@biz.com;Andrea Harvey;3615.040200
100;Tony Dillon;tony_dillon@biz.com;Andrea Harvey;2725.895100
101;Denny Dubois;denny_dubois@biz.com;Boris Doherty;3645.944100
102;Stacy Cassidy;stacy_cassidy@biz.com;David Bowen;3114.597900
103;Julianna Warren;julianna_warren@biz.com;David Bowen;4254.201300
104;Caleb Wild;caleb_wild@biz.com;David Bowen;3437.382300
105;Rosie Bishop;rosie_bishop@biz.com;David Bowen;3843.252900
106;Benjamin Rosenbloom;benjamin_rosenbloom@biz.com;Sabrina Morris;3539.589300
107;Bart Butler;bart_butler@biz.com;Sabrina Morris;3814.739100
108;Harry Nurton;harry_nurton@biz.com;Sabrina Morris;2691.950100
109;Lindsay Welsch;lindsay_welsch@biz.com;Rhea Dempsey;3724.984800
110;Ronald Everett;ronald_everett@biz.com;Rhea Dempsey;3031.242000
111;Alessandra Scott;alessandra_scott@biz.com;Rhea Dempsey;3998.637300
112;Alma Griffiths;alma_griffiths@biz.com;Rhea Dempsey;2871.784200
113;Jenna Powell;jenna_powell@biz.com;Katelyn White;4507.570500
114;John Furnell;john_furnell@biz.com;Katelyn White;3112.486800
115;Jamie Parker;jamie_parker@biz.com;Katelyn White;2888.208000
116;Anthony Scott;anthony_scott@biz.com;Katelyn White;3511.140600
117;Lucas Wilkinson;lucas_wilkinson@biz.com;Leilani Reese;2924.812800
118;Havana Watson;havana_watson@biz.com;Leilani Reese;4468.361700
119;Percy Hilton;percy_hilton@biz.com;Leilani Reese;3196.493700
120;Wade Booth;wade_booth@biz.com;Leilani Reese;2994.237300
121;Clarissa Gray;clarissa_gray@biz.com;Leilani Reese;3510.322200
122;Catherine Collins;catherine_collins@biz.com;Leilani Reese;3345.247200
123;Enoch Mitchell;enoch_mitchell@biz.com;Roger Wild;2988.694500
124;Abdul Heaton;abdul_heaton@biz.com;Roger Wild;3005.081100
125;Peyton Russel;peyton_russel@biz.com;Roger Wild;3997.995600
126;Andrea Ellison;andrea_ellison@biz.com;Ryan Grant;4236.540600
127;Carissa Quinnell;carissa_quinnell@biz.com;Ryan Grant;3787.313400
128;Estrella Gates;estrella_gates@biz.com;Ryan Grant;3979.163100
129;Mike Palmer;mike_palmer@biz.com;Ryan Grant;3624.954000
130;Carl Saunders;carl_saunders@biz.com;Kate Waterson;4082.672100
131;Michelle Stone;michelle_stone@biz.com;Kate Waterson;3872.045700
132;Aiden Craig;aiden_craig@biz.com;Kate Waterson;3650.250000
133;Natalie Vinton;natalie_vinton@biz.com;Lynn Martin;4117.695900
134;Matthew Pickard;matthew_pickard@biz.com;Lynn Martin;2679.181200
135;Sofia Steer;sofia_steer@biz.com;Lynn Martin;3703.604100
136;Tom Oliver;tom_oliver@biz.com;Lynn Martin;2722.333200
137;Agnes Chadwick;agnes_chadwick@biz.com;Benjamin Dowson;3456.717000
138;Mavis Turner;mavis_turner@biz.com;Benjamin Dowson;2911.095300
139;Rocco Shields;rocco_shields@biz.com;Benjamin Dowson;4359.030900
140;Caleb Jenkin;caleb_jenkin@biz.com;Benjamin Dowson;3303.462300
141;Roger Stevens;roger_stevens@biz.com;Domenic Yoman;3766.872000
142;Lucas Shea;lucas_shea@biz.com;Domenic Yoman;3482.757000
143;Stephanie Parker;stephanie_parker@biz.com;Jacob Carter;3605.256600
144;Cara Bayliss;cara_bayliss@biz.com;Jacob Carter;3808.619700
145;Francesca Sherwood;francesca_sherwood@biz.com;Jacob Carter;4093.674000
146;Daron Windsor;daron_windsor@biz.com;Javier Holmes;3099.504000
147;Harry Chapman;harry_chapman@biz.com;Javier Holmes;3571.609200
148;Rosalee Holmes;rosalee_holmes@biz.com;Javier Holmes;3166.566300
149;Skylar Attwood;skylar_attwood@biz.com;Javier Holmes;4191.854100
150;Alexander Sinclair;alexander_sinclair@biz.com;Henry Roscoe;4457.889900
151;Alex Rixon;alex_rixon@biz.com;Henry Roscoe;3535.813500
152;Paige Villiger;paige_villiger@biz.com;Henry Roscoe;3880.945800
153;Luke London;luke_london@biz.com;Henry Roscoe;4110.404700
154;Cedrick Price;cedrick_price@biz.com;Henry Roscoe;3855.370800
155;Christine Herbert;christine_herbert@biz.com;Chadwick Bennett;3296.403600
156;Charlize Miller;charlize_miller@biz.com;Percy Sherwood;3029.754000
157;Mike Barclay;mike_barclay@biz.com;Percy Sherwood;3301.602300
158;Carl Hood;carl_hood@biz.com;Percy Sherwood;3643.033200
159;Blake Noon;blake_noon@biz.com;Jackeline Tobin;3907.497300
160;Bryce Calderwood;bryce_calderwood@biz.com;Jackeline Tobin;2953.131300
161;Beatrice Bradshaw;beatrice_bradshaw@biz.com;Jackeline Tobin;3350.092500
162;Adelaide Fenton;adelaide_fenton@biz.com;Celina Campbell;3539.561400
163;Havana Whitmore;havana_whitmore@biz.com;Celina Campbell;2705.165400
164;Jules Mitchell;jules_mitchell@biz.com;Celina Campbell;3883.196400
165;Julia Olivier;julia_olivier@biz.com;Danny Vallory;3916.676400
166;Emerald Ross;emerald_ross@biz.com;Danny Vallory;4248.379500
167;Ciara Mcnally;ciara_mcnally@biz.com;Danny Vallory;4054.818600
168;Bryon Leigh;bryon_leigh@biz.com;Tyler Rehman;3351.617700
169;Caleb Boden;caleb_boden@biz.com;Tyler Rehman;4133.840700
170;Melanie Gray;melanie_gray@biz.com;Tyler Rehman;4149.957600
171;Kurt Allington;kurt_allington@biz.com;Tyler Rehman;2810.534400
172;Sage Forester;sage_forester@biz.com;Daphne Mullins;3242.054400
173;Barney Nielson;barney_nielson@biz.com;Daphne Mullins;3756.567600
174;Leroy Wild;leroy_wild@biz.com;Daphne Mullins;2712.261300
175;Elijah Collis;elijah_collis@biz.com;Brad Nurton;3335.882100
176;Remy Hancock;remy_hancock@biz.com;Brad Nurton;3665.409000
177;Lara Simpson;lara_simpson@biz.com;Brad Nurton;3036.384900
178;Alan Kelly;alan_kelly@biz.com;Francesca Driscoll;3371.826600
179;Benny Cattell;benny_cattell@biz.com;Francesca Driscoll;3910.054800
180;Jacqueline Davies;jacqueline_davies@biz.com;Russel Middleton;4398.267600
181;Ellen Gardner;ellen_gardner@biz.com;Russel Middleton;3232.205700
182;Michael Cameron;michael_cameron@biz.com;Russel Middleton;3824.290200
183;Marjorie Hepburn;marjorie_hepburn@biz.com;Russel Middleton;3884.898300
184;Percy Rixon;percy_rixon@biz.com;Michelle Mcgee;2959.892400
185;Goldie Giles;goldie_giles@biz.com;Michelle Mcgee;3523.249200
186;Bethany Whinter;bethany_whinter@biz.com;Margaret Hunter;3585.410400
187;Estrella Wallace;estrella_wallace@biz.com;Margaret Hunter;3301.332600
188;Shelby Tutton;shelby_tutton@biz.com;Margaret Hunter;2820.662100
189;Georgia Walsh;georgia_walsh@biz.com;Margaret Hunter;3340.318200
190;Lillian Robertson;lillian_robertson@biz.com;Matt Woods;3018.017400
191;Judith Anderson;judith_anderson@biz.com;Matt Woods;2876.694600
192;Chris Parker;chris_parker@biz.com;Julius Robe;3823.323000
193;Joseph Nelson;joseph_nelson@biz.com;Julius Robe;3775.269900
194;Remy Evans;remy_evans@biz.com;Jazmin Porter;2874.434700
195;Crystal Pierce;crystal_pierce@biz.com;Jazmin Porter;2677.637400
196;Florence Jacobs;florence_jacobs@biz.com;Jazmin Porter;2945.942400
197;Mike John;mike_john@biz.com;Dasha Matthews;3249.401400
198;Greta Olson;greta_olson@biz.com;Dasha Matthews;3265.788000
199;Remy Bryson;remy_bryson@biz.com;Dasha Matthews;3675.229800
200;Doris Mcnally;doris_mcnally@biz.com;Dasha Matthews;3554.469300
201;Logan Edmonds;logan_edmonds@biz.com;Tony Dillon;3442.934400
202;Emerald Lindsay;emerald_lindsay@biz.com;Denny Dubois;3627.120900
203;Peter Needham;peter_needham@biz.com;Denny Dubois;3027.029100
204;Jayden Gosling;jayden_gosling@biz.com;Denny Dubois;3770.489700
205;Maxwell Hill;maxwell_hill@biz.com;Denny Dubois;3584.173500
206;Regina Coleman;regina_coleman@biz.com;Stacy Cassidy;2720.687100
207;Celina Clarke;celina_clarke@biz.com;Stacy Cassidy;3091.152600
208;Nicholas Alldridge;nicholas_alldridge@biz.com;Stacy Cassidy;4099.021500
209;Vicky Mullins;vicky_mullins@biz.com;Julianna Warren;2882.767500
210;Cedrick Clark;cedrick_clark@biz.com;Julianna Warren;3409.733400
211;Scarlett Thompson;scarlett_thompson@biz.com;Julianna Warren;2962.487100
212;Chris Jarvis;chris_jarvis@biz.com;Julianna Warren;4074.125400
213;Ron Warner;ron_warner@biz.com;Caleb Wild;3152.634900
214;Shay Matthews;shay_matthews@biz.com;Caleb Wild;4017.367500
215;Daphne Clarke;daphne_clarke@biz.com;Caleb Wild;2618.275500
216;Priscilla Oldfield;priscilla_oldfield@biz.com;Caleb Wild;3523.035300
217;Alba Drake;alba_drake@biz.com;Rosie Bishop;3379.173600
218;Julian Milner;julian_milner@biz.com;Rosie Bishop;3319.077000
219;Nancy Quinnell;nancy_quinnell@biz.com;Rosie Bishop;3454.057200
220;Aiden Griffiths;aiden_griffiths@biz.com;Rosie Bishop;3648.083100
221;Carl Dillon;carl_dillon@biz.com;Rosie Bishop;2884.311300
222;Jessica Blackwall;jessica_blackwall@biz.com;Rosie Bishop;3677.015400
223;Sonya Ventura;sonya_ventura@biz.com;Benjamin Rosenbloom;3967.082400
224;Rosie Hancock;rosie_hancock@biz.com;Benjamin Rosenbloom;3055.022100
225;Percy Raven;percy_raven@biz.com;Benjamin Rosenbloom;3368.711100
226;Sage Dixon;sage_dixon@biz.com;Bart Butler;3595.352100
227;Michelle Zaoui;michelle_zaoui@biz.com;Bart Butler;4064.453400
228;Rick Oldfield;rick_oldfield@biz.com;Bart Butler;3466.342500
229;Elijah Kidd;elijah_kidd@biz.com;Bart Butler;3117.852900
230;Boris Collins;boris_collins@biz.com;Harry Nurton;3108.153000
231;Mabel Owen;mabel_owen@biz.com;Harry Nurton;3503.970300
232;Carissa Lambert;carissa_lambert@biz.com;Harry Nurton;3734.694000
233;Clint Matthews;clint_matthews@biz.com;Lindsay Welsch;3317.756400
234;Amy Newman;amy_newman@biz.com;Lindsay Welsch;3269.489400
235;Johnny Donnelly;johnny_donnelly@biz.com;Lindsay Welsch;3806.276100
236;Daron Waterson;daron_waterson@biz.com;Lindsay Welsch;2928.923400
237;Tony Nicolas;tony_nicolas@biz.com;Ronald Everett;3966.626700
238;Ronald Bryant;ronald_bryant@biz.com;Ronald Everett;4086.243300
239;Mavis Rees;mavis_rees@biz.com;Ronald Everett;3893.398500
240;Lana Walter;lana_walter@biz.com;Ronald Everett;4156.662900
241;Alba Strong;alba_strong@biz.com;Alessandra Scott;3948.463800
242;Mina Rosenbloom;mina_rosenbloom@biz.com;Alessandra Scott;3606.223800
243;Bristol Richards;bristol_richards@biz.com;Alma Griffiths;2957.520900
244;Isabel Trent;isabel_trent@biz.com;Alma Griffiths;4170.073500
245;Maxwell Dann;maxwell_dann@biz.com;Alma Griffiths;4108.972500
246;Aurelia Uddin;aurelia_uddin@biz.com;Jenna Powell;3070.181100
247;Rick Nayler;rick_nayler@biz.com;Jenna Powell;3335.212500
248;Maxwell King;maxwell_king@biz.com;Jenna Powell;4025.300400
249;Chad Knight;chad_knight@biz.com;Jenna Powell;3891.436200
250;Nathan Morgan;nathan_morgan@biz.com;John Furnell;3540.993600
251;Abdul Weatcroft;abdul_weatcroft@biz.com;John Furnell;4370.869800
252;Valentina Walker;valentina_walker@biz.com;John Furnell;3758.343900
253;Victoria Flack;victoria_flack@biz.com;John Furnell;2691.187500
254;Doug Tyler;doug_tyler@biz.com;John Furnell;4111.455600
255;Helen Vince;helen_vince@biz.com;Jamie Parker;3666.469200
256;Danny Neville;danny_neville@biz.com;Wade Booth;3831.693000
257;Tony Vince;tony_vince@biz.com;Wade Booth;4043.500500
258;Gwenyth Groves;gwenyth_groves@biz.com;Wade Booth;3728.118900
259;Brad Antcliff;brad_antcliff@biz.com;Clarissa Gray;3961.279200
260;Sarah Fleming;sarah_fleming@biz.com;Clarissa Gray;3771.931200
261;Ruth Yarlett;ruth_yarlett@biz.com;Clarissa Gray;2608.733700
262;Havana Rainford;havana_rainford@biz.com;Catherine Collins;4165.683900
263;John Stewart;john_stewart@biz.com;Catherine Collins;2990.415000
264;Rita Chapman;rita_chapman@biz.com;Catherine Collins;3389.245500
265;Adela Mould;adela_mould@biz.com;Abdul Heaton;2718.845700
266;Meredith Wright;meredith_wright@biz.com;Abdul Heaton;4261.380900
267;Aurelia Roberts;aurelia_roberts@biz.com;Abdul Heaton;3583.838700
268;David Jarvis;david_jarvis@biz.com;Andrea Ellison;2693.066100
269;Agnes Emmott;agnes_emmott@biz.com;Andrea Ellison;3651.059100
270;Noah Wigley;noah_wigley@biz.com;Andrea Ellison;3488.820600
271;Fred Savage;fred_savage@biz.com;Andrea Ellison;3584.192100
272;Julius Rycroft;julius_rycroft@biz.com;Carissa Quinnell;3977.991300
273;Courtney Morris;courtney_morris@biz.com;Carissa Quinnell;2673.564000
274;Jayden Ralph;jayden_ralph@biz.com;Carissa Quinnell;4194.021000
275;Angelina Strong;angelina_strong@biz.com;Carl Saunders;3898.076400
276;Liv Casey;liv_casey@biz.com;Carl Saunders;2647.245000
277;Alan Waterhouse;alan_waterhouse@biz.com;Carl Saunders;3690.221400
278;Leroy Jarvis;leroy_jarvis@biz.com;Michelle Stone;3781.789200
279;Boris Lee;boris_lee@biz.com;Michelle Stone;3189.797700
280;Gloria Robinson;gloria_robinson@biz.com;Matthew Pickard;3442.376400
281;Matthew Thorne;matthew_thorne@biz.com;Matthew Pickard;3299.388900
282;Stephanie Thomas;stephanie_thomas@biz.com;Matthew Pickard;4208.398800
283;Josh Addison;josh_addison@biz.com;Matthew Pickard;3452.411100
284;Tom Lewis;tom_lewis@biz.com;Sofia Steer;3676.875900
285;Emma Rogers;emma_rogers@biz.com;Sofia Steer;4304.235300
286;Percy Grant;percy_grant@biz.com;Tom Oliver;2622.404700
287;Leanne Flack;leanne_flack@biz.com;Tom Oliver;4285.309800
288;Martha Alexander;martha_alexander@biz.com;Tom Oliver;4163.647200
289;Mina Hamilton;mina_hamilton@biz.com;Tom Oliver;4148.144100
290;Barry Farrow;barry_farrow@biz.com;Agnes Chadwick;3823.416000
291;Kieth Carter;kieth_carter@biz.com;Agnes Chadwick;2766.787200
292;Sonya Sinclair;sonya_sinclair@biz.com;Rocco Shields;3364.275000
293;Abdul Barrett;abdul_barrett@biz.com;Rocco Shields;3548.201100
294;Bryce Owens;bryce_owens@biz.com;Caleb Jenkin;3751.155000
295;Elijah Stevens;elijah_stevens@biz.com;Caleb Jenkin;3132.230700
296;Maria Mcneill;maria_mcneill@biz.com;Caleb Jenkin;3600.597300
297;Kieth Riley;kieth_riley@biz.com;Francesca Sherwood;4370.637300
298;Johnny Bennett;johnny_bennett@biz.com;Francesca Sherwood;3478.413900
299;Ramon Clayton;ramon_clayton@biz.com;Francesca Sherwood;4339.845000
300;John Leslie;john_leslie@biz.com;Francesca Sherwood;3263.463000
301;Aurelia Chester;aurelia_chester@biz.com;Alexander Sinclair;3016.343400
302;Doug Edwards;doug_edwards@biz.com;Alex Rixon;3377.713500
303;Ron Edmonds;ron_edmonds@biz.com;Alex Rixon;3369.492300
304;Ronald Michael;ronald_michael@biz.com;Alex Rixon;3617.467500
305;Amy King;amy_king@biz.com;Alex Rixon;3826.605900
306;Emery Waterhouse;emery_waterhouse@biz.com;Paige Villiger;3971.044200
307;Manuel Radley;manuel_radley@biz.com;Paige Villiger;4284.556500
308;Kieth Wild;kieth_wild@biz.com;Paige Villiger;2670.820500
309;Angela Higgs;angela_higgs@biz.com;Luke London;4298.664600
310;Cassidy Button;cassidy_button@biz.com;Luke London;4082.272200
311;Rihanna Nobbs;rihanna_nobbs@biz.com;Luke London;3257.511000
312;Anthony Brown;anthony_brown@biz.com;Luke London;3207.988500
313;Tony Greenwood;tony_greenwood@biz.com;Cedrick Price;2991.326400
314;Percy Walton;percy_walton@biz.com;Cedrick Price;4169.004000
315;Marvin Harper;marvin_harper@biz.com;Cedrick Price;4256.814600
316;Shay Gonzales;shay_gonzales@biz.com;Cedrick Price;4249.635000
317;Benjamin Gibbons;benjamin_gibbons@biz.com;Christine Herbert;3793.488600
318;Hanna Warden;hanna_warden@biz.com;Christine Herbert;4078.003500
319;Michael Pitt;michael_pitt@biz.com;Christine Herbert;3270.000900
320;Nate Collins;nate_collins@biz.com;Christine Herbert;2955.307500
321;Ron Squire;ron_squire@biz.com;Christine Herbert;2662.878300
322;Nathan Summers;nathan_summers@biz.com;Christine Herbert;3240.175800
323;Hank Ripley;hank_ripley@biz.com;Charlize Miller;4099.421400
324;Quinn Price;quinn_price@biz.com;Charlize Miller;4175.541900
325;Melody Ventura;melody_ventura@biz.com;Charlize Miller;3813.995100
326;Tom Drew;tom_drew@biz.com;Mike Barclay;4098.379800
327;Kaylee Stanley;kaylee_stanley@biz.com;Mike Barclay;3060.620700
328;Bryon Williams;bryon_williams@biz.com;Mike Barclay;2758.556700
329;Shay Hamilton;shay_hamilton@biz.com;Mike Barclay;3965.036400
330;Miley Murray;miley_murray@biz.com;Carl Hood;3895.593300
331;Joseph Emmett;joseph_emmett@biz.com;Carl Hood;3686.938500
332;Alessia Groves;alessia_groves@biz.com;Carl Hood;4285.142400
333;Doug Stark;doug_stark@biz.com;Blake Noon;3706.124400
334;Bob Wilson;bob_wilson@biz.com;Blake Noon;3164.464500
335;Matthew Robinson;matthew_robinson@biz.com;Blake Noon;2531.832000
336;Bart Pitt;bart_pitt@biz.com;Blake Noon;3544.629900
337;Logan Gibson;logan_gibson@biz.com;Bryce Calderwood;4327.727100
338;Willow Giles;willow_giles@biz.com;Bryce Calderwood;3453.806100
339;Caitlyn Moss;caitlyn_moss@biz.com;Bryce Calderwood;4144.647300
340;Blake Collins;blake_collins@biz.com;Bryce Calderwood;4037.492700
341;Marvin Powell;marvin_powell@biz.com;Beatrice Bradshaw;2990.108100
342;Hank Reading;hank_reading@biz.com;Beatrice Bradshaw;3656.936700
343;Sebastian Collins;sebastian_collins@biz.com;Adelaide Fenton;3877.021200
344;Benny Emmott;benny_emmott@biz.com;Adelaide Fenton;4326.992400
345;Bart Mcleod;bart_mcleod@biz.com;Adelaide Fenton;3588.321300
346;Bob Edley;bob_edley@biz.com;Havana Whitmore;3184.664100
347;Phoebe Haines;phoebe_haines@biz.com;Havana Whitmore;4312.075200
348;Harry Raven;harry_raven@biz.com;Havana Whitmore;2814.189300
349;Kendra Stuart;kendra_stuart@biz.com;Havana Whitmore;4110.553500
350;Mason Rixon;mason_rixon@biz.com;Jules Mitchell;2651.355600
351;Johnny Clarke;johnny_clarke@biz.com;Jules Mitchell;4128.465300
352;Fred Burge;fred_burge@biz.com;Jules Mitchell;4071.484200
353;Maya Carter;maya_carter@biz.com;Jules Mitchell;3291.958200
354;Luna Oatway;luna_oatway@biz.com;Jules Mitchell;2580.917400
355;George Upton;george_upton@biz.com;Julia Olivier;4302.896100
356;Ryan Hunter;ryan_hunter@biz.com;Melanie Gray;3641.768400
357;Gil Cartwright;gil_cartwright@biz.com;Melanie Gray;2885.855100
358;Livia Hill;livia_hill@biz.com;Melanie Gray;2667.853800
359;Chad Miller;chad_miller@biz.com;Kurt Allington;3027.475500
360;Ronald Bristow;ronald_bristow@biz.com;Kurt Allington;3574.678200
361;Abdul Robinson;abdul_robinson@biz.com;Kurt Allington;3897.099900
362;Mark Wellington;mark_wellington@biz.com;Sage Forester;3783.072600
363;Ronald Wooldridge;ronald_wooldridge@biz.com;Sage Forester;2980.454700
364;Benjamin Thornton;benjamin_thornton@biz.com;Sage Forester;3484.989000
365;Tony Trent;tony_trent@biz.com;Leroy Wild;3039.705000
366;Teagan Shaw;teagan_shaw@biz.com;Leroy Wild;4238.949300
367;Noah Fall;noah_fall@biz.com;Leroy Wild;3091.998900
368;Phillip Bailey;phillip_bailey@biz.com;Remy Hancock;4039.789800
369;Juliette Dickson;juliette_dickson@biz.com;Remy Hancock;4063.597800
370;Clint Briggs;clint_briggs@biz.com;Remy Hancock;3483.807900
371;Owen Whinter;owen_whinter@biz.com;Remy Hancock;3027.726600
372;Dasha Reynolds;dasha_reynolds@biz.com;Lara Simpson;3058.295700
373;Ruby Bradley;ruby_bradley@biz.com;Lara Simpson;3935.778600
374;Hayden Whatson;hayden_whatson@biz.com;Lara Simpson;2797.393500
